PrimeNet;janvier;février;mars;avril;mai;juin;juillet;août;septembre;Target
92535000;3657626;4841083;5399583;2809113;4982416;3844318;4713913;2875251;3832712;0
22639215;653522;677837;710233;567408;895180;807198;676772;561374;1062042;0
41262750;937206;1173538;2965890;1892718;4637217;3276920;3107704;3275444;3869688;1
21645198;2287160;1233668;2244764;1926540;2172708;2704789;2486828;953432;1545613;1
46237607;1614983;828160;3425888;1594269;2929749;1784903;1292304;1346536;1232893;0
30257004;2911406;1807960;2051238;1567268;2102858;3397458;1871518;1382876;1375870;1
16409333;1762111;1786371;1568615;1652686;2224183;2980731;2316172;2329891;2420816;1
3749291;555240;1820646;55460;105890;121860;160210;70460;35510;110310;1
6744551;478811;423136;365805;676870;441805;322647;290855;500497;263587;0
11626165;174426;419915;150090;182538;524415;504000;514463;624081;94162;0
14556822;1249636;474799;597876;834143;808709;2018958;1555541;261017;827227;1
1684469;1265420;149983;140550;311856;1365454;378724;581784;184788;303961;1
8750000;222300;404892;217485;452224;386056;342290;448702;916097;369304;0
4229950;111732;73776;90624;163232;145904;99796;62900;81432;87428;0
1851078;317068;143248;71992;81624;92704;228114;108404;190894;15080;1
5698926;161530;211650;32280;315765;50445;142245;64440;38570;76604;0
71436375;6913372;4865988;5323122;5345986;8911190;7296658;5233760;6193876;6909228;1
59520132;7564355;3655220;6785320;5746592;11031744;9242947;8500447;4196863;7413611;1
20162604;820225;1428465;887835;1343095;1770924;2333951;818028;1244605;933348;1
12304268;133792;739059;880413;1042797;848411;1183321;368630;563043;515574;0
7546029;419674;436565;570481;332755;250208;1450353;323630;234960;61332;0
8352001;147800;653457;544000;1272465;587663;797113;955101;707102;132065;1
9488771;530284;317726;287976;388654;412466;354984;20241724;384497;1175803;1
7035140;6400;229292;170521;206544;196680;322100;383153;278092;259615;0
988205;92028;42640;128828;89844;28880;194000;623828;92670;69810;1
9345197;976897;246644;290425;393355;605974;601100;1191592;220394;346086;0
7068189;201412;257948;430182;634699;333092;387281;261520;193205;264566;0
13157200;934445;1042192;1034876;1195430;660010;1209225;729136;713082;859263;1
10260159;329137;438725;539701;537662;662781;573663;366868;362588;385303;0
2009409;148550;271325;146330;412300;190610;216280;376440;561772;1022242;1
27274272;1046734;1393584;2080495;1430604;1452064;1365231;1698386;968244;1202807;0
4820520;208060;75100;119720;73270;199997;94015;84230;519638;191776;0
2366000;54915;36965;49665;82845;219453;195310;103435;271995;134100;1
7807884;203483;173160;65376;52824;702980;319845;159552;133873;316793;0
59930700;2820501;2404033;2230572;2846442;3206531;3153562;2922508;1781011;2439480;0
12269667;2080599;956013;1009314;370256;1453205;1277979;930609;396615;678786;1
15687538;1584880;880096;1238164;708396;1284564;916303;1052991;707292;770708;1
27698632;2066847;1621207;1816121;3704507;1722192;2343988;1807118;2275940;1734513;1
23704928;1441468;1325776;1960628;1382229;2274757;1286360;2004149;1611656;1676698;1
33961227;2042497;1858668;1864717;2117571;2811981;1878021;2352473;1946671;1614872;0
3773570;255180;2335272;107131;45148;95656;37300;79316;46948;99445;1
5108854;149236;107624;159697;288536;81048;468860;85180;47336;102024;0
1439865;60747;93985;356310;64640;189730;90665;225332;53330;45640;1
1461054;85910;73999;46573;33076;52518;46934;121043;20108;181107;0
549412;32556;32556;32556;32556;21356;32556;32580;52440;32580;0
14387640;1060063;926852;1031367;1009247;928635;1650844;864420;1271352;1420313;1
18597142;688644;801179;956432;614198;1567913;1141635;694404;816006;958864;0
11688408;1813954;1780828;1607016;1031580;1057274;767616;472884;2496032;3726636;1
21485268;1503815;1314601;694047;1170967;1293002;1715501;722832;1293706;662704;0
18950204;993823;703148;670061;625735;1109012;1099271;1617292;676260;1010175;0
5257000;656640;460328;365288;487136;333888;621492;456600;594192;538560;1
3207888;78664;127532;92547;165148;193672;195948;110904;51638;272068;0
6777960;656736;605774;444152;404392;667156;224340;535708;254904;622555;1
1461066;2390063;3006426;2672425;2373372;1999020;2543336;3330054;1816064;2196543;1
428490;38140;70136;39776;26916;26940;26916;161796;26940;26940;1
7229138;537395;390947;869470;400282;494563;465859;382578;525260;1289438;1
1324800;61795;175690;12040;81385;138995;162895;40440;19050;125525;1
2502898;194759;120515;103881;155061;72158;205962;275934;221982;68607;1
2945872;210084;674850;2155874;437999;841721;291047;112150;45875;77047;1
9159312;15570;204970;268968;278278;562006;176075;138600;117097;463258;0
6012000;95876;114260;96940;171800;171658;673231;1091757;246820;424940;1
52123579;1652557;986343;1043081;1328834;1265484;1507937;1024886;1212978;1347542;0
34353600;3289106;2779460;2979908;2585732;1987732;3057634;1629728;1594561;2365544;1
11286000;980498;678264;1132164;785736;795024;424424;958199;649132;1336888;1
2907000;259212;698942;121236;230736;76788;301292;108164;133212;147116;1
279283200;8451046;11874721;18483023;15319972;14604168;15437816;18413432;17052190;12869692;0
66724582;8727595;4180255;3001461;3265375;3339324;4576633;3020269;1399598;4405856;0
87505000;1732686;1786835;1853516;1644033;1642990;1493832;2512490;1268748;914562;0
73805040;2046336;1529545;4697930;2781439;2520321;1158810;1983325;3382987;1538348;0
118772478;16422054;12586740;13277469;12530891;14431547;11909905;10685631;8750803;11924920;1
40657949;3638518;3706859;3365931;5326712;4357897;4243919;5902742;5602961;4405523;1
1735840;69348;41084;114804;202263;81512;310533;269868;143214;144716;1
28918896;1735423;2611099;1498637;911089;2144494;1125077;3163267;1755432;1670328;1
28147142;1839301;1790960;1500058;1287678;1310799;1325696;1552452;1375124;1070360;0
23507610;271690;209545;166450;48510;448725;484490;8979944;406763;949983;0
21585963;1892914;3399720;1516655;1040427;1073650;2101618;1744663;837286;819199;1
11000413;1113267;941092;145630;283370;410810;169130;438515;368995;127215;0
35574000;508455;704735;1540212;791247;1053365;661310;475000;243244;1111320;0
15241086;1996433;1227147;1113134;1231018;1701671;1111115;535060;638756;1132793;1
761896470;63798807;54509740;51870534;59025667;57229286;61104323;51062760;47233770;53865503;1
25177075;2660503;1519102;1399515;1278035;1785546;1371409;1436580;1133420;1835667;1
250603552;27135803;15774642;14559640;21411687;23048268;18486277;15943012;12250234;14361899;1
2773925;1033943;413714;640445;3539067;191492;399370;32120;28000;106519;1
49433039;2380298;1693400;1843370;2107994;2550495;2797992;2304115;1326636;2734695;0
70173588;2494221;3710960;3227925;4151903;4496201;6332190;4261549;2509907;3369274;0
76158708;4338409;6689835;10312028;12989353;16712428;10616141;12387953;6618102;9704970;1
6270000;583999;355330;377664;366320;343620;316465;332512;447048;376756;1
9547450;246632;52264;83072;167920;272696;101632;53114;97096;365218;0
25940771;1458614;508481;353494;390366;384495;579199;729195;591968;904774;0
29780015;3976834;3844800;3112098;3369388;4001660;3729062;5375844;3168670;2732948;1
15250866;3447609;521392;745880;908943;782865;873154;570585;938233;867461;1
4371741;801427;238184;277638;1557054;721031;1069456;691441;1072909;631872;1
5740551;1860980;3482653;1717694;2629763;3131394;2258428;1927107;1122071;2437355;1
14729328;182342;975145;1299159;1885465;1091056;1123941;3348051;1079639;919263;1
6087616;264778;1087833;375863;954995;1184537;657952;1292614;841885;435749;1
40250698;1761571;1873514;2874277;2730790;3986924;3110875;5173685;2217531;4160408;1
5948568;266084;123792;477519;473024;377038;333838;215884;371284;310520;0
33557767;3994079;5394702;4277548;4890555;5031793;6449921;4702710;4084626;5760357;1
591534;39671;43609;65357;144488;43007;44078;56009;126153;34663;1
74380220;6650872;4829494;4878179;5418558;4466819;4225356;4753804;2693170;6636490;1
20996294;2838496;900324;1104115;1096530;993488;1926172;573762;1106484;1276025;1
2142452;370335;1105884;646944;271920;692184;617679;1086009;758658;399315;1
55582691;1423402;2613816;1958183;1959738;2040738;2647622;2336697;2338431;2303192;0
22096535;1082506;1779594;589802;1399086;1135009;2231267;1182373;478428;2599890;0
6071304;11200;104420;127168;164572;144514;80428;94008;71964;20268;0
2410260;34390;38000;10000;96890;72130;47360;84945;47200;96725;0
9675861;619532;275552;283174;386064;586681;379298;1198387;339516;631165;0
1338435;97992;208812;264307;202376;268452;230554;524828;75448;111092;1
2142452;3260490;2764206;802188;426252;90693;258420;493161;318528;901101;1
2142452;738225;1461420;1386435;669450;3703380;2237070;1668565;561185;1234720;1
1606839;737760;295485;570540;683550;542505;263730;664680;123600;527100;1
1606839;160230;584154;277560;627552;287544;294720;173742;397635;530235;1
3213678;1368765;1899948;1005318;584193;1727271;899193;570837;1483338;70800;1
4338468;109755;171300;167665;22965;65620;288795;98300;140270;196950;0
6085948;193100;50359;298119;192105;142747;511748;203423;189150;465365;0
4804375;30730;359312;440395;68022;441317;241821;142259;243189;658059;1
854425;22435;100357;64263;53300;93070;36591;283100;13037;150863;1
52915959;6983592;3132256;4288490;4737430;5511000;4069324;4378386;3794872;2685580;1
5192300;335137;402789;131267;956643;244509;297021;339993;111331;349932;1
1161000;61935;20335;16775;27980;20105;39715;37160;122240;210590;0
13045950;542487;1139856;258815;950745;982196;779885;399910;67820;361780;0
14672926;1004609;780599;944221;897046;1136747;981275;1720938;1048829;786853;1
2142452;213210;906390;419400;4539990;74235;1059240;208680;1137183;90360;1
2940408;241205;180035;99000;566660;1081616;315685;125810;147665;188750;1
6934812;279048;612640;753462;337488;241815;352480;1165206;1034474;1184352;1
4798813;361985;584780;979552;880235;326635;570910;1034983;410795;600855;1
20133259;210112;828901;1178103;634862;2811704;1853114;1363951;755195;1028262;1
45800000;327946;1478780;3514419;2611792;2963411;2395422;3238915;3124871;2824560;0
11970656;802669;185284;641209;759846;340464;420812;589588;432516;653043;0
4067844;33625;66700;77925;109272;1021974;40894;9600;17655;83905;0
5650000;314855;303149;191008;174068;441078;425070;309008;147744;236784;0
5370750;57380;509238;198932;942343;351524;360062;295106;533956;507032;1
